date,country,Total,new_cases,population,growth,PerCapita
2020-01-22,Afghanistan,0,0,37172386,0,0
2020-01-23,Afghanistan,0,0,37172386,0,0
2020-01-24,Afghanistan,0,0,37172386,0,0
2020-01-25,Afghanistan,0,0,37172386,0,0
2020-01-26,Afghanistan,0,0,37172386,0,0
2020-01-27,Afghanistan,0,0,37172386,0,0
2020-01-28,Afghanistan,0,0,37172386,0,0
2020-01-29,Afghanistan,0,0,37172386,0,0
2020-01-30,Afghanistan,0,0,37172386,0,0
2020-01-31,Afghanistan,0,0,37172386,0,0
2020-02-01,Afghanistan,0,0,37172386,0,0
2020-02-02,Afghanistan,0,0,37172386,0,0
2020-02-03,Afghanistan,0,0,37172386,0,0
2020-02-04,Afghanistan,0,0,37172386,0,0
2020-02-05,Afghanistan,0,0,37172386,0,0
2020-02-06,Afghanistan,0,0,37172386,0,0
2020-02-07,Afghanistan,0,0,37172386,0,0
2020-02-08,Afghanistan,0,0,37172386,0,0
2020-02-09,Afghanistan,0,0,37172386,0,0
2020-02-10,Afghanistan,0,0,37172386,0,0
2020-02-11,Afghanistan,0,0,37172386,0,0
2020-02-12,Afghanistan,0,0,37172386,0,0
2020-02-13,Afghanistan,0,0,37172386,0,0
2020-02-14,Afghanistan,0,0,37172386,0,0
2020-02-15,Afghanistan,0,0,37172386,0,0
2020-02-16,Afghanistan,0,0,37172386,0,0
2020-02-17,Afghanistan,0,0,37172386,0,0
2020-02-18,Afghanistan,0,0,37172386,0,0
2020-02-19,Afghanistan,0,0,37172386,0,0
2020-02-20,Afghanistan,0,0,37172386,0,0
2020-02-21,Afghanistan,0,0,37172386,0,0
2020-02-22,Afghanistan,0,0,37172386,0,0
2020-02-23,Afghanistan,0,0,37172386,0,0
2020-02-24,Afghanistan,1,1,37172386,1,2.690168987269206e-8
2020-02-25,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-02-26,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-02-27,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-02-28,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-02-29,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-01,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-02,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-03,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-04,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-05,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-06,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-07,Afghanistan,1,0,37172386,0,2.690168987269206e-8
2020-03-08,Afghanistan,4,3,37172386,0.8660254037844386,1.0760675949076823e-7
2020-03-09,Afghanistan,4,0,37172386,0,1.0760675949076823e-7
2020-03-10,Afghanistan,5,1,37172386,0.44721359549995793,1.345084493634603e-7
2020-03-11,Afghanistan,7,2,37172386,0.5345224838248488,1.883118291088444e-7
2020-03-12,Afghanistan,7,0,37172386,0,1.883118291088444e-7
2020-03-13,Afghanistan,7,0,37172386,0,1.883118291088444e-7
2020-03-14,Afghanistan,11,4,37172386,0.6030226891555273,2.9591858859961264e-7
2020-03-15,Afghanistan,16,5,37172386,0.5590169943749475,4.3042703796307294e-7
2020-03-16,Afghanistan,21,5,37172386,0.4879500364742666,5.649354873265332e-7
2020-03-17,Afghanistan,22,1,37172386,0.21320071635561044,5.918371771992253e-7
2020-03-18,Afghanistan,22,0,37172386,0,5.918371771992253e-7
2020-03-19,Afghanistan,22,0,37172386,0,5.918371771992253e-7
2020-03-20,Afghanistan,24,2,37172386,0.28867513459481287,6.456405569446094e-7
2020-03-21,Afghanistan,24,0,37172386,0,6.456405569446094e-7
2020-03-22,Afghanistan,40,16,37172386,0.6324555320336759,1.0760675949076823e-6
2020-03-23,Afghanistan,40,0,37172386,0,1.0760675949076823e-6
2020-03-24,Afghanistan,74,34,37172386,0.677834389404565,1.990725050579212e-6
2020-03-25,Afghanistan,84,10,37172386,0.3450327796711771,2.2597419493061327e-6
2020-03-26,Afghanistan,94,10,37172386,0.3261640365267211,2.5287588480330534e-6
2020-03-27,Afghanistan,110,16,37172386,0.3813850356982369,2.9591858859961263e-6
2020-03-28,Afghanistan,110,0,37172386,0,2.9591858859961263e-6
2020-03-29,Afghanistan,120,10,37172386,0.28867513459481287,3.228202784723047e-6
2020-03-30,Afghanistan,170,50,37172386,0.5423261445466404,4.57328727835765e-6
2020-03-31,Afghanistan,174,4,37172386,0.15161960871578067,4.680894037848418e-6
2020-04-01,Afghanistan,237,63,37172386,0.5155800469472481,6.375700499828018e-6
2020-04-02,Afghanistan,273,36,37172386,0.36313651960128146,7.344161335244931e-6
2020-04-03,Afghanistan,281,8,37172386,0.16872981624383912,7.559374854226468e-6
2020-04-04,Afghanistan,299,18,37172386,0.24535824603285922,8.043605271934926e-6
2020-04-05,Afghanistan,349,50,37172386,0.3785055820522323,9.388689765569528e-6
2020-04-06,Afghanistan,367,18,37172386,0.22146404115766866,9.872920183277985e-6
2020-04-07,Afghanistan,423,56,37172386,0.36385121527321024,1.137941481614874e-5
2020-04-08,Afghanistan,444,21,37172386,0.21747941810042,1.1944350303475273e-5
2020-04-09,Afghanistan,484,40,37172386,0.28747978728803447,1.3020417898382956e-5
2020-04-10,Afghanistan,521,37,37172386,0.26649066488747575,1.4015780423672562e-5
2020-04-11,Afghanistan,555,34,37172386,0.24751012355308066,1.4930437879344091e-5
2020-04-12,Afghanistan,607,52,37172386,0.29268962368947415,1.632932575272408e-5
2020-04-13,Afghanistan,665,58,37172386,0.2953270138554581,1.7889623765340216e-5
2020-04-14,Afghanistan,714,49,37172386,0.2619684159977919,1.9207806569102127e-5
2020-04-15,Afghanistan,784,70,37172386,0.2988071523335984,2.109092486019057e-5
2020-01-22,Albania,0,0,2866376,0,0
2020-01-23,Albania,0,0,2866376,0,0
2020-01-24,Albania,0,0,2866376,0,0
2020-01-25,Albania,0,0,2866376,0,0
2020-01-26,Albania,0,0,2866376,0,0
2020-01-27,Albania,0,0,2866376,0,0
2020-01-28,Albania,0,0,2866376,0,0
2020-01-29,Albania,0,0,2866376,0,0
2020-01-30,Albania,0,0,2866376,0,0
2020-01-31,Albania,0,0,2866376,0,0
2020-02-01,Albania,0,0,2866376,0,0
2020-02-02,Albania,0,0,2866376,0,0
2020-02-03,Albania,0,0,2866376,0,0
2020-02-04,Albania,0,0,2866376,0,0
2020-02-05,Albania,0,0,2866376,0,0
2020-02-06,Albania,0,0,2866376,0,0
2020-02-07,Albania,0,0,2866376,0,0
2020-02-08,Albania,0,0,2866376,0,0
2020-02-09,Albania,0,0,2866376,0,0
2020-02-10,Albania,0,0,2866376,0,0
2020-02-11,Albania,0,0,2866376,0,0
2020-02-12,Albania,0,0,2866376,0,0
2020-02-13,Albania,0,0,2866376,0,0
2020-02-14,Albania,0,0,2866376,0,0
2020-02-15,Albania,0,0,2866376,0,0
2020-02-16,Albania,0,0,2866376,0,0
2020-02-17,Albania,0,0,2866376,0,0
2020-02-18,Albania,0,0,2866376,0,0
2020-02-19,Albania,0,0,2866376,0,0
2020-02-20,Albania,0,0,2866376,0,0
2020-02-21,Albania,0,0,2866376,0,0
2020-02-22,Albania,0,0,2866376,0,0
2020-02-23,Albania,0,0,2866376,0,0
2020-02-24,Albania,0,0,2866376,0,0
2020-02-25,Albania,0,0,2866376,0,0
2020-02-26,Albania,0,0,2866376,0,0
2020-02-27,Albania,0,0,2866376,0,0
2020-02-28,Albania,0,0,2866376,0,0
2020-02-29,Albania,0,0,2866376,0,0
2020-03-01,Albania,0,0,2866376,0,0
2020-03-02,Albania,0,0,2866376,0,0
2020-03-03,Albania,0,0,2866376,0,0
2020-03-04,Albania,0,0,2866376,0,0
2020-03-05,Albania,0,0,2866376,0,0
2020-03-06,Albania,0,0,2866376,0,0
2020-03-07,Albania,0,0,2866376,0,0
2020-03-08,Albania,0,0,2866376,0,0
2020-03-09,Albania,2,2,2866376,1,6.977451667192301e-7
2020-03-10,Albania,10,8,2866376,0.8944271909999159,3.488725833596151e-6
2020-03-11,Albania,12,2,2866376,0.408248290463863,4.186471000315381e-6
2020-03-12,Albania,23,11,2866376,0.6915640748081247,8.024069417271146e-6
2020-03-13,Albania,33,10,2866376,0.5504818825631803,1.1512795250867297e-5
2020-03-14,Albania,38,5,2866376,0.3627381250550058,1.3257158167665372e-5
2020-03-15,Albania,42,4,2866376,0.3086066999241838,1.4652648501103833e-5
2020-03-16,Albania,51,9,2866376,0.42008402520840293,1.7792501751340368e-5
2020-03-17,Albania,55,4,2866376,0.26967994498529685,1.9187992084778828e-5
2020-03-18,Albania,59,4,2866376,0.2603778219616477,2.0583482418217288e-5
2020-03-19,Albania,64,5,2866376,0.2795084971874737,2.2327845335015364e-5
2020-03-20,Albania,70,6,2866376,0.29277002188455997,2.4421080835173054e-5
2020-03-21,Albania,76,6,2866376,0.28097574347450816,2.6514316335330744e-5
2020-03-22,Albania,89,13,2866376,0.3821876708246056,3.104965991900574e-5
2020-03-23,Albania,104,15,2866376,0.37977726265637496,3.628274866939997e-5
2020-03-24,Albania,123,19,2866376,0.3930286817974576,4.291132775323265e-5
2020-03-25,Albania,146,23,2866376,0.3969058409438471,5.09353971705038e-5
2020-03-26,Albania,174,28,2866376,0.401147778542877,6.070382950457302e-5
2020-03-27,Albania,186,12,2866376,0.254000254000381,6.48903005048884e-5
2020-03-28,Albania,197,11,2866376,0.23629973222959152,6.872789892184417e-5
2020-03-29,Albania,212,15,2866376,0.26599758829946574,7.396098767223839e-5
2020-03-30,Albania,223,11,2866376,0.22209762326528773,7.779858608919416e-5
2020-03-31,Albania,243,20,2866376,0.28688765527462345,8.477603775638647e-5
2020-04-01,Albania,259,16,2866376,0.24854790640048002,9.03579990901403e-5
2020-04-02,Albania,277,18,2866376,0.2549155731972524,9.663770559061338e-5
2020-04-03,Albania,304,27,2866376,0.29801978033963483,1.0605726534132297e-4
2020-04-04,Albania,333,29,2866376,0.29510521358845404,1.1617457025875182e-4
2020-04-05,Albania,361,28,2866376,0.278500138006799,1.2594300259282103e-4
2020-04-06,Albania,377,16,2866376,0.2060104810498419,1.3152496392657487e-4
2020-04-07,Albania,383,6,2866376,0.1251630789995497,1.3361819942673257e-4
2020-04-08,Albania,400,17,2866376,0.20615528128088303,1.3954903334384604e-4
2020-04-09,Albania,409,9,2866376,0.14834045293024464,1.4268888659408257e-4
2020-04-10,Albania,416,7,2866376,0.1297186304156927,1.4513099467759988e-4
2020-04-11,Albania,433,17,2866376,0.19814381135151637,1.5106182859471332e-4
2020-04-12,Albania,446,13,2866376,0.1707278010834213,1.5559717217838832e-4
2020-04-13,Albania,467,21,2866376,0.21205631347746548,1.6292349642894023e-4
2020-04-14,Albania,475,8,2866376,0.12977713690461004,1.6571447709581716e-4
2020-04-15,Albania,494,19,2866376,0.19611613513818404,1.7234305617964984e-4
2020-01-22,Algeria,0,0,42228429,0,0
2020-01-23,Algeria,0,0,42228429,0,0
2020-01-24,Algeria,0,0,42228429,0,0
2020-01-25,Algeria,0,0,42228429,0,0
2020-01-26,Algeria,0,0,42228429,0,0
2020-01-27,Algeria,0,0,42228429,0,0
2020-01-28,Algeria,0,0,42228429,0,0
2020-01-29,Algeria,0,0,42228429,0,0
2020-01-30,Algeria,0,0,42228429,0,0
2020-01-31,Algeria,0,0,42228429,0,0
2020-02-01,Algeria,0,0,42228429,0,0
2020-02-02,Algeria,0,0,42228429,0,0
2020-02-03,Algeria,0,0,42228429,0,0
2020-02-04,Algeria,0,0,42228429,0,0
2020-02-05,Algeria,0,0,42228429,0,0
2020-02-06,Algeria,0,0,42228429,0,0
2020-02-07,Algeria,0,0,42228429,0,0
2020-02-08,Algeria,0,0,42228429,0,0
2020-02-09,Algeria,0,0,42228429,0,0
2020-02-10,Algeria,0,0,42228429,0,0
2020-02-11,Algeria,0,0,42228429,0,0
2020-02-12,Algeria,0,0,42228429,0,0
2020-02-13,Algeria,0,0,42228429,0,0
2020-02-14,Algeria,0,0,42228429,0,0
2020-02-15,Algeria,0,0,42228429,0,0
2020-02-16,Algeria,0,0,42228429,0,0
2020-02-17,Algeria,0,0,42228429,0,0
2020-02-18,Algeria,0,0,42228429,0,0
2020-02-19,Algeria,0,0,42228429,0,0
2020-02-20,Algeria,0,0,42228429,0,0
2020-02-21,Algeria,0,0,42228429,0,0
2020-02-22,Algeria,0,0,42228429,0,0
2020-02-23,Algeria,0,0,42228429,0,0
2020-02-24,Algeria,0,0,42228429,0,0
2020-02-25,Algeria,1,1,42228429,1,2.3680729396776754e-8
2020-02-26,Algeria,1,0,42228429,0,2.3680729396776754e-8
2020-02-27,Algeria,1,0,42228429,0,2.3680729396776754e-8
2020-02-28,Algeria,1,0,42228429,0,2.3680729396776754e-8
2020-02-29,Algeria,1,0,42228429,0,2.3680729396776754e-8
2020-03-01,Algeria,1,0,42228429,0,2.3680729396776754e-8
2020-03-02,Algeria,3,2,42228429,0.816496580927726,7.104218819033026e-8
2020-03-03,Algeria,5,2,42228429,0.6324555320336759,1.1840364698388378e-7
2020-03-04,Algeria,12,7,42228429,0.7637626158259734,2.8416875276132106e-7
2020-03-05,Algeria,12,0,42228429,0,2.8416875276132106e-7
2020-03-06,Algeria,17,5,42228429,0.5423261445466404,4.025723997452048e-7
2020-03-07,Algeria,17,0,42228429,0,4.025723997452048e-7
2020-03-08,Algeria,19,2,42228429,0.3244428422615251,4.4993385853875835e-7
2020-03-09,Algeria,20,1,42228429,0.22360679774997896,4.736145879355351e-7
2020-03-10,Algeria,20,0,42228429,0,4.736145879355351e-7
2020-03-11,Algeria,20,0,42228429,0,4.736145879355351e-7
2020-03-12,Algeria,24,4,42228429,0.408248290463863,5.683375055226421e-7
2020-03-13,Algeria,26,2,42228429,0.2773500981126146,6.156989643161956e-7
2020-03-14,Algeria,37,11,42228429,0.5452497568062706,8.761869876807399e-7
2020-03-15,Algeria,48,11,42228429,0.47871355387816905,1.1366750110452842e-6
2020-03-16,Algeria,54,6,42228429,0.3333333333333333,1.2787593874259448e-6
2020-03-17,Algeria,60,6,42228429,0.31622776601683794,1.4208437638066052e-6
2020-03-18,Algeria,74,14,42228429,0.43495883620084,1.7523739753614799e-6
2020-03-19,Algeria,87,13,42228429,0.3865556717425342,2.0602234575195777e-6
2020-03-20,Algeria,90,3,42228429,0.18257418583505536,2.131265645709908e-6
2020-03-21,Algeria,139,49,42228429,0.5937322507759796,3.291621386151969e-6
2020-03-22,Algeria,201,62,42228429,0.5553896933170313,4.759826608752128e-6
2020-03-23,Algeria,230,29,42228429,0.3550872519842681,5.446567761258653e-6
2020-03-24,Algeria,264,34,42228429,0.3588702812826367,6.251712560749063e-6
2020-03-25,Algeria,302,38,42228429,0.35472216532031997,7.151580277826579e-6
2020-03-26,Algeria,367,65,42228429,0.42084642878519646,8.690827688617068e-6
2020-03-27,Algeria,409,42,42228429,0.3204520035084306,9.685418323281693e-6
2020-03-28,Algeria,454,45,42228429,0.3148316101208351,1.0751051146136647e-5
2020-03-29,Algeria,511,57,42228429,0.3339850120264636,1.2100852721752922e-5
2020-03-30,Algeria,584,73,42228429,0.3535533905932738,1.3829545967717624e-5
2020-03-31,Algeria,716,132,42228429,0.42936877145344576,1.6955402248092155e-5
2020-04-01,Algeria,847,131,42228429,0.3932728293435512,2.005757779906991e-5
2020-04-02,Algeria,986,139,42228429,0.37546455336242196,2.334919918522188e-5
2020-04-03,Algeria,1171,185,42228429,0.3974728022426569,2.773013412362558e-5
2020-04-04,Algeria,1251,80,42228429,0.2528810806036272,2.962459247536772e-5
2020-04-05,Algeria,1320,69,42228429,0.22863229709016894,3.125856280374532e-5
2020-04-06,Algeria,1423,103,42228429,0.26903957131739026,3.369767793161332e-5
2020-04-07,Algeria,1468,45,42228429,0.17508269747087654,3.476331075446827e-5
2020-04-08,Algeria,1572,104,42228429,0.2572115098790281,3.722610661173306e-5
2020-04-09,Algeria,1666,94,42228429,0.2375343533630684,3.9452095175030076e-5
2020-04-10,Algeria,1761,95,42228429,0.23226411956635273,4.1701764467723864e-5
2020-04-11,Algeria,1825,64,42228429,0.1872658355138089,4.321733114911758e-5
2020-04-12,Algeria,1914,89,42228429,0.2156373750859537,4.532491606543071e-5
2020-04-13,Algeria,1983,69,42228429,0.18653622702828682,4.69588863938083e-5
2020-04-14,Algeria,2070,87,42228429,0.20500972051892166,4.901910985132788e-5
2020-04-15,Algeria,2160,90,42228429,0.2041241452319315,5.115037549703779e-5
2020-01-22,Andorra,0,0,77006,0,0
2020-01-23,Andorra,0,0,77006,0,0
2020-01-24,Andorra,0,0,77006,0,0
2020-01-25,Andorra,0,0,77006,0,0
2020-01-26,Andorra,0,0,77006,0,0
2020-01-27,Andorra,0,0,77006,0,0
2020-01-28,Andorra,0,0,77006,0,0
2020-01-29,Andorra,0,0,77006,0,0
2020-01-30,Andorra,0,0,77006,0,0
2020-01-31,Andorra,0,0,77006,0,0
2020-02-01,Andorra,0,0,77006,0,0
2020-02-02,Andorra,0,0,77006,0,0
2020-02-03,Andorra,0,0,77006,0,0
2020-02-04,Andorra,0,0,77006,0,0
2020-02-05,Andorra,0,0,77006,0,0
2020-02-06,Andorra,0,0,77006,0,0
2020-02-07,Andorra,0,0,77006,0,0
2020-02-08,Andorra,0,0,77006,0,0
2020-02-09,Andorra,0,0,77006,0,0
2020-02-10,Andorra,0,0,77006,0,0
2020-02-11,Andorra,0,0,77006,0,0
2020-02-12,Andorra,0,0,77006,0,0
2020-02-13,Andorra,0,0,77006,0,0
2020-02-14,Andorra,0,0,77006,0,0
2020-02-15,Andorra,0,0,77006,0,0
2020-02-16,Andorra,0,0,77006,0,0
2020-02-17,Andorra,0,0,77006,0,0
2020-02-18,Andorra,0,0,77006,0,0
2020-02-19,Andorra,0,0,77006,0,0
2020-02-20,Andorra,0,0,77006,0,0
2020-02-21,Andorra,0,0,77006,0,0
2020-02-22,Andorra,0,0,77006,0,0
2020-02-23,Andorra,0,0,77006,0,0
2020-02-24,Andorra,0,0,77006,0,0
2020-02-25,Andorra,0,0,77006,0,0
2020-02-26,Andorra,0,0,77006,0,0
2020-02-27,Andorra,0,0,77006,0,0
2020-02-28,Andorra,0,0,77006,0,0
2020-02-29,Andorra,0,0,77006,0,0
2020-03-01,Andorra,0,0,77006,0,0
2020-03-02,Andorra,1,1,77006,1,1.2986001090824092e-5
2020-03-03,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-04,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-05,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-06,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-07,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-08,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-09,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-10,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-11,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-12,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-13,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-14,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-15,Andorra,1,0,77006,0,1.2986001090824092e-5
2020-03-16,Andorra,2,1,77006,0.7071067811865476,2.5972002181648184e-5
2020-03-17,Andorra,39,37,77006,0.9740215340114143,5.064540425421396e-4
2020-03-18,Andorra,39,0,77006,0,5.064540425421396e-4
2020-03-19,Andorra,53,14,77006,0.5139561687500467,6.882580578136769e-4
2020-03-20,Andorra,75,22,77006,0.5416025603090641,9.739500818118069e-4
2020-03-21,Andorra,88,13,77006,0.3843530573929037,0.00114276809599252
2020-03-22,Andorra,113,25,77006,0.4703604341917987,0.0014674181232631224
2020-03-23,Andorra,133,20,77006,0.38778336716474066,0.0017271381450796042
2020-03-24,Andorra,164,31,77006,0.43476935292624114,0.002129704178895151
2020-03-25,Andorra,188,24,77006,0.3572948005052482,0.002441368205074929
2020-03-26,Andorra,224,36,77006,0.4008918628686366,0.0029088642443445964
2020-03-27,Andorra,267,43,77006,0.401308720486581,0.0034672622912500324
2020-03-28,Andorra,308,41,77006,0.36485186462026353,0.00399968833597382
2020-03-29,Andorra,334,26,77006,0.27900593430471243,0.004337324364335247
2020-03-30,Andorra,370,36,77006,0.3119251469460218,0.004804820403604914
2020-03-31,Andorra,376,6,77006,0.12632278815997783,0.004882736410149858
2020-04-01,Andorra,390,14,77006,0.18946618668626836,0.005064540425421395
2020-04-02,Andorra,428,38,77006,0.29796819751270764,0.005558008466872711
2020-04-03,Andorra,439,11,77006,0.1582938647206532,0.005700854478871776
2020-04-04,Andorra,466,27,77006,0.24070711282197318,0.006051476508324027
2020-04-05,Andorra,501,35,77006,0.26431095217776684,0.00650598654650287
2020-04-06,Andorra,525,24,77006,0.2138089935299395,0.0068176505726826485
2020-04-07,Andorra,545,20,77006,0.19156525704423027,0.00707737059449913
2020-04-08,Andorra,564,19,77006,0.1835427559518799,0.0073241046152247875
2020-04-09,Andorra,583,19,77006,0.18052714881140727,0.007570838635950446
2020-04-10,Andorra,601,18,77006,0.17306092336132828,0.007804586655585279
2020-04-11,Andorra,601,0,77006,0,0.007804586655585279
2020-04-12,Andorra,638,37,77006,0.2408188746911743,0.008285068695945771
2020-04-13,Andorra,646,8,77006,0.11128297681493145,0.008388956704672363
2020-04-14,Andorra,659,13,77006,0.14045233667364346,0.008557774718853077
2020-04-15,Andorra,673,14,77006,0.14423029298507878,0.008739578734124613
2020-01-22,Angola,0,0,30809762,0,0
2020-01-23,Angola,0,0,30809762,0,0
2020-01-24,Angola,0,0,30809762,0,0
2020-01-25,Angola,0,0,30809762,0,0
2020-01-26,Angola,0,0,30809762,0,0
2020-01-27,Angola,0,0,30809762,0,0
2020-01-28,Angola,0,0,30809762,0,0
2020-01-29,Angola,0,0,30809762,0,0
2020-01-30,Angola,0,0,30809762,0,0
2020-01-31,Angola,0,0,30809762,0,0
2020-02-01,Angola,0,0,30809762,0,0
2020-02-02,Angola,0,0,30809762,0,0
2020-02-03,Angola,0,0,30809762,0,0
2020-02-04,Angola,0,0,30809762,0,0
2020-02-05,Angola,0,0,30809762,0,0
2020-02-06,Angola,0,0,30809762,0,0
2020-02-07,Angola,0,0,30809762,0,0
2020-02-08,Angola,0,0,30809762,0,0
2020-02-09,Angola,0,0,30809762,0,0
2020-02-10,Angola,0,0,30809762,0,0
2020-02-11,Angola,0,0,30809762,0,0
2020-02-12,Angola,0,0,30809762,0,0
2020-02-13,Angola,0,0,30809762,0,0
2020-02-14,Angola,0,0,30809762,0,0
2020-02-15,Angola,0,0,30809762,0,0
2020-02-16,Angola,0,0,30809762,0,0
2020-02-17,Angola,0,0,30809762,0,0
2020-02-18,Angola,0,0,30809762,0,0
2020-02-19,Angola,0,0,30809762,0,0
2020-02-20,Angola,0,0,30809762,0,0
2020-02-21,Angola,0,0,30809762,0,0
2020-02-22,Angola,0,0,30809762,0,0
2020-02-23,Angola,0,0,30809762,0,0
2020-02-24,Angola,0,0,30809762,0,0
2020-02-25,Angola,0,0,30809762,0,0
2020-02-26,Angola,0,0,30809762,0,0
2020-02-27,Angola,0,0,30809762,0,0
2020-02-28,Angola,0,0,30809762,0,0
2020-02-29,Angola,0,0,30809762,0,0
2020-03-01,Angola,0,0,30809762,0,0
2020-03-02,Angola,0,0,30809762,0,0
2020-03-03,Angola,0,0,30809762,0,0
2020-03-04,Angola,0,0,30809762,0,0
2020-03-05,Angola,0,0,30809762,0,0
2020-03-06,Angola,0,0,30809762,0,0
2020-03-07,Angola,0,0,30809762,0,0
2020-03-08,Angola,0,0,30809762,0,0
2020-03-09,Angola,0,0,30809762,0,0
2020-03-10,Angola,0,0,30809762,0,0
2020-03-11,Angola,0,0,30809762,0,0
2020-03-12,Angola,0,0,30809762,0,0
2020-03-13,Angola,0,0,30809762,0,0
2020-03-14,Angola,0,0,30809762,0,0
2020-03-15,Angola,0,0,30809762,0,0
2020-03-16,Angola,0,0,30809762,0,0
2020-03-17,Angola,0,0,30809762,0,0
2020-03-18,Angola,0,0,30809762,0,0
2020-03-19,Angola,0,0,30809762,0,0
2020-03-20,Angola,1,1,30809762,1,3.245724520689254e-8
2020-03-21,Angola,2,1,30809762,0.7071067811865476,6.491449041378508e-8
2020-03-22,Angola,2,0,30809762,0,6.491449041378508e-8
2020-03-23,Angola,3,1,30809762,0.5773502691896257,9.737173562067763e-8
2020-03-24,Angola,3,0,30809762,0,9.737173562067763e-8
2020-03-25,Angola,3,0,30809762,0,9.737173562067763e-8
2020-03-26,Angola,4,1,30809762,0.5,1.2982898082757017e-7
2020-03-27,Angola,4,0,30809762,0,1.2982898082757017e-7
2020-03-28,Angola,5,1,30809762,0.44721359549995793,1.622862260344627e-7
2020-03-29,Angola,7,2,30809762,0.5345224838248488,2.272007164482478e-7
2020-03-30,Angola,7,0,30809762,0,2.272007164482478e-7
2020-03-31,Angola,7,0,30809762,0,2.272007164482478e-7
2020-04-01,Angola,8,1,30809762,0.3535533905932738,2.5965796165514033e-7
2020-04-02,Angola,8,0,30809762,0,2.5965796165514033e-7
2020-04-03,Angola,8,0,30809762,0,2.5965796165514033e-7
2020-04-04,Angola,10,2,30809762,0.44721359549995793,3.245724520689254e-7
2020-04-05,Angola,14,4,30809762,0.5345224838248488,4.544014328964956e-7
2020-04-06,Angola,16,2,30809762,0.3535533905932738,5.193159233102807e-7
2020-04-07,Angola,17,1,30809762,0.24253562503633297,5.517731685171733e-7
2020-04-08,Angola,19,2,30809762,0.3244428422615251,6.166876589309583e-7
2020-04-09,Angola,19,0,30809762,0,6.166876589309583e-7
2020-04-10,Angola,19,0,30809762,0,6.166876589309583e-7
2020-04-11,Angola,19,0,30809762,0,6.166876589309583e-7
2020-04-12,Angola,19,0,30809762,0,6.166876589309583e-7
2020-04-13,Angola,19,0,30809762,0,6.166876589309583e-7
2020-04-14,Angola,19,0,30809762,0,6.166876589309583e-7
2020-04-15,Angola,19,0,30809762,0,6.166876589309583e-7
2020-01-22,Antigua and Barbuda,0,0,96286,0,0
2020-01-23,Antigua and Barbuda,0,0,96286,0,0
2020-01-24,Antigua and Barbuda,0,0,96286,0,0
2020-01-25,Antigua and Barbuda,0,0,96286,0,0
2020-01-26,Antigua and Barbuda,0,0,96286,0,0
2020-01-27,Antigua and Barbuda,0,0,96286,0,0
2020-01-28,Antigua and Barbuda,0,0,96286,0,0
2020-01-29,Antigua and Barbuda,0,0,96286,0,0
2020-01-30,Antigua and Barbuda,0,0,96286,0,0
2020-01-31,Antigua and Barbuda,0,0,96286,0,0
2020-02-01,Antigua and Barbuda,0,0,96286,0,0
2020-02-02,Antigua and Barbuda,0,0,96286,0,0
2020-02-03,Antigua and Barbuda,0,0,96286,0,0
2020-02-04,Antigua and Barbuda,0,0,96286,0,0
2020-02-05,Antigua and Barbuda,0,0,96286,0,0
2020-02-06,Antigua and Barbuda,0,0,96286,0,0
2020-02-07,Antigua and Barbuda,0,0,96286,0,0
2020-02-08,Antigua and Barbuda,0,0,96286,0,0
2020-02-09,Antigua and Barbuda,0,0,96286,0,0
2020-02-10,Antigua and Barbuda,0,0,96286,0,0
2020-02-11,Antigua and Barbuda,0,0,96286,0,0
2020-02-12,Antigua and Barbuda,0,0,96286,0,0
2020-02-13,Antigua and Barbuda,0,0,96286,0,0
2020-02-14,Antigua and Barbuda,0,0,96286,0,0
2020-02-15,Antigua and Barbuda,0,0,96286,0,0
2020-02-16,Antigua and Barbuda,0,0,96286,0,0
2020-02-17,Antigua and Barbuda,0,0,96286,0,0
2020-02-18,Antigua and Barbuda,0,0,96286,0,0
2020-02-19,Antigua and Barbuda,0,0,96286,0,0
2020-02-20,Antigua and Barbuda,0,0,96286,0,0
